Base,OrientacionH1,OrientacionH2,SignoV,SignoH1,SignoH2,AnguloH1,AnguloH2,EjeV,EjeH1,EjeH2,Norte,Oeste,LatEstacion,LonEstacion,Norte.1,Oeste.1,LatSismo,LonSismo,Fecha,Institucion,IDEstacion,HoraEpicentro,HoraPrimerMuestra,Profundidad,Mw,Mb,Ms,Mc,Ma,Me,Md,Ml,M,GMW,IDSismo
ACAZ1308.211,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,16.788528,99.790152,N,W,16.79,-99.56,2013-08-21,INSTITUTO DE INGENIERIA UNAM ,ACAZ,12:38:30,12:37:45.000,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.2,201308211238A
SJLL1808.222,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,16.657822,98.498463,N,W,16.534,-98.745,2018-08-22,INSTITUTO DE INGENIERIA UNAM ,SJLL,18:03:08,18:02:23.000,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.3,201808221803A
PENR0401.011,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,19.332671,99.04135,N,W,17.34,-101.42,2004-01-01,INSTITUTO DE INGENIERIA,PENR,23:31:49.0,23:33:00,6.0,0.0,5.6,5.7,5.0,5.9,6.3,0.0,0.0,0.0,6.0,010104K
ACP20810.201,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,16.874294,99.886505,N,W,17.25,-102.09,2008-10-20,INSTITUTO DE INGENIERIA UNAM,ACP2,05:00:52,05:01:01.000,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.2,200810200501A
CDAO9310.241,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,19.373913,99.096997,N,W,16.54,-98.98,1993-10-24,INSTITUTO DE INGENIERIA UNAM,CDAO,07:52:18.2,07:53:22.00,19.0,0.0,6.2,6.6,6.5,0.0,0.0,0.0,0.0,0.0,6.6,102493C
ACP21606.271,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,16.874294,99.886505,N,W,16.2,-97.93,2016-06-27,INSTITUTO DE INGENIERIA UNAM ,ACP2,20:50:33,20:50:51.000,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,5.6,201606272050A
COPL9509.141,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,16.61081,98.98399,N,W,16.31,-98.88,1995-09-14,INSTITUTO DE INGENIERIA UNAM,COPL,14:04:30.5,14:04:32.25,22.0,0.0,6.4,7.2,7.3,0.0,0.0,0.0,0.0,0.0,7.3,091495C
SUCH1708.181,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.226169,100.638345,N,W,16.853,-100.451,2017-08-18,INSTITUTO DE INGENIERIA UNAM ,SUCH,05:15:12,05:14:35.000,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.4,201708180515A
SODO1308.211,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,19.044324,96.414773,N,W,16.79,-9.56,2013-08-21,INSTITUTO DE INGENIERIA UNAM ,SODO,12:38:30,12:39:42.000,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0
TNLP9607.151,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,18.095563,99.560805,N,W,17.45,-101.16,1996-07-15,INSTITUTO DE INGENIERIA UNAM,TNLP,21:23:38.5,21:24:07.61 ,20.0,0.0,5.7,6.5,6.0,0.0,0.0,0.0,0.0,0.0,6.6,071596D
TOTO1802.171,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,19.330241,98.256828,N,W,15.844,-97.989,2018-02-17,INSTITUTO DE INGENIERIA UNAM ,TOTO,00:36:51,00:37:06.000,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,6.0,201802170036A
PANG1605.081,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,15.666837,96.490506,N,W,16.25,-97.98,2016-05-08,INSTITUTO DE INGENIERIA UNAM ,PANG,07:33:59,07:34:08.000,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.9,201605080734A
COYQ0903.271,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.380235,101.056526,N,W,17.35,-100.82,2009-03-27,INSTITUTO DE INGENIERIA UNAM,COYQ,08:48:16,08:47:41.000,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.3,200903270848A
HUAM1405.081,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.031121,95.670297,N,W,17.11,-0.87,2014-05-08,INSTITUTO DE INGENIERIA UNAM,HUAM,17:00:16,17:02:13.000,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.0,0
TACY9701.211,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,19.404505,99.195246,N,W,16.44,-98.15,1997-01-21,INSTITUTO DE INGENIERIA UNAM,TACY,21:19:58.0,21:21:40    ,,0.0,5.1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,012197D
THEZ1606.271,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,18.477554,97.383184,N,W,16.2,-97.93,2016-06-27,INSTITUTO DE INGENIERIA UNAM ,THEZ,20:50:33,20:50:54.000,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,5.6,201606272050A
SODO1605.081,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,19.044324,96.414773,N,W,16.25,-97.98,2016-05-08,INSTITUTO DE INGENIERIA UNAM ,SODO,07:33:59,07:34:48.000,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.9,201605080734A
OXLC1308.212,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.065039,96.703157,N,W,16.73,-99.7,2013-08-21,INSTITUTO DE INGENIERIA UNAM ,OXLC,13:02:18,13:02:51.000,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.3,201308211302A
ATYC0903.271,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.213361,100.432269,N,W,17.35,-100.82,2009-03-27,INSTITUTO DE INGENIERIA UNAM,ATYC,08:48:16,08:47:33.000,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.3,200903270848A
TEAC1511.231,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,18.61763,99.454086,N,W,16.86,-98.94,2015-11-23,INSTITUTO DE INGENIERIA UNAM,TEAC,20:41:20,20:41:12.000,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,5.6,201511232041A
RABO1802.173,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,18.569078,98.445409,N,W,16.262,-98.105,2018-02-17,INSTITUTO DE INGENIERIA UNAM ,RABO,21:30:43,21:31:01.000,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.2,201802172130A
RABO1405.081,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,18.569078,98.445409,N,W,17.11,-100.87,2014-05-08,INSTITUTO DE INGENIERIA UNAM,RABO,17:00:16,17:00:11.000,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,6.5,201405081700A
OXCU1405.081,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.048881,96.713269,N,W,17.11,-0.87,2014-05-08,INSTITUTO DE INGENIERIA UNAM,OXCU,17:00:16,17:01:31.000,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.0,0
CUP51605.081,NE,NE,1.0,1.0,1.0,00,90,0.0,1.0,2.0,N,W,19.33024,99.181076,N,W,16.25,-97.98,2016-05-08,INSTITUTO DE INGENIERIA UNAM,CUP5,07:33:59,07:33:00.000,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.9,201605080734A
OXCU1802.173,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.048881,96.713269,N,W,16.262,-98.105,2018-02-17,INSTITUTO DE INGENIERIA UNAM ,OXCU,21:30:43,21:30:44.000,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.2,201802172130A
PZPU1802.161,NE,NE,1.0,1.0,1.0,00,90,0.0,1.0,2.0,N,W,19.055379,98.227092,N,W,16.218,-98.014,2018-02-16,INSTITUTO DE INGENIERIA UNAM ,PZPU,23:39:39,23:39:42.284,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,7.2,201802162339A
ACAR1405.081,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,16.888789,99.835027,N,W,17.11,-100.87,2014-05-08,INSTITUTO DE INGENIERIA UNAM,ACAR,17:00:16,16:59:44.000,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,6.5,201405081700A
CUP51308.211,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,19.33024,99.181076,N,W,16.79,-99.56,2013-08-21,INSTITUTO DE INGENIERIA UNAM ,CUP5,12:38:30,12:38:33.000,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.2,201308211238A
ACAR9310.241,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,16.888789,99.835027,N,W,16.54,-98.98,1993-10-24,INSTITUTO DE INGENIERIA UNAM,ACAR,07:52:18.2,07:52:32.00,19.0,0.0,6.2,6.6,6.5,0.0,0.0,0.0,0.0,0.0,6.6,102493C
ACAZ1511.231,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,16.788528,99.790152,N,W,16.86,-98.94,2015-11-23,INSTITUTO DE INGENIERIA UNAM,ACAZ,20:41:20,20:40:47.000,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,5.6,201511232041A
OXLC1606.273,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.065039,96.703157,N,W,16.2,-97.93,2016-06-27,INSTITUTO DE INGENIERIA UNAM ,OXLC,20:50:33,20:49:59.000,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,5.6,201606272050A
ACAC1910.051,NE,NE,1.0,1.0,1.0,00,90,0.0,1.0,2.0,N,W,16.84851,99.85157,N,W,16.674,-99.652,2019-10-05,INSTITUTO DE INGENIERIA UNAM ,ACAC,16:20:10,16:19:24.825,17.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.0,201910051620A
TAMA1606.273,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.26116,96.57529,N,W,16.2,-97.93,2016-06-27,INSTITUTO DE INGENIERIA UNAM ,TAMA,20:50:33,20:50:13.000,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,5.6,201606272050A
PHPU1606.271,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,19.044223,98.168466,N,W,16.2,-97.93,2016-06-27,INSTITUTO DE INGENIERIA UNAM ,PHPU,20:50:33,20:51:11.000,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,5.6,201606272050A
ACAD8903.101,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,16.86225,99.87147,N,W,17.446,-101.089,1989-03-10,INSTITUTO DE INGENIERIA UNAM,ACAD,05:19:51.0,05:20:28.00,18.0,0.0,5.3,4.8,5.0,0.0,0.0,0.0,0.0,0.0,5.4,031089A
OXAE0608.191,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,17.001551,96.721608,N,W,15.91,-97.3,2006-08-19,INSTITUTO DE INGENIERIA UNAM,OXAE,05:41:30,05:41:08.000,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.6,200608190541A
SXPU1606.271,NE,NE,1.0,1.0,1.0,00,90,0.0,1.0,2.0,N,W,19.039943,98.215087,N,W,16.2,-97.93,2016-06-27,INSTITUTO DE INGENIERIA UNAM,SXPU,20:50:33,20:51:09.200,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,5.6,201606272050A
VNTA1605.081,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.91426,99.81885,N,W,16.25,-97.98,2016-05-08,INSTITUTO DE INGENIERIA UNAM ,VNTA,07:33:59,07:34:12.000,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.9,201605080734A
MIHL1605.081,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,17.988778,94.54387,N,W,16.25,-7.98,2016-05-08,INSTITUTO DE INGENIERIA UNAM ,MIHL,07:33:59,07:35:24.000,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0
OXPC1605.081,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,17.051219,96.722974,N,W,16.25,-97.98,2016-05-08,INSTITUTO DE INGENIERIA UNAM ,OXPC,07:33:59,07:33:39.000,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.9,201605080734A
COPL1308.212,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.61081,98.98399,N,W,16.73,-99.7,2013-08-21,INSTITUTO DE INGENIERIA UNAM ,COPL,13:02:18,13:01:50.000,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.3,201308211302A
OXLC1104.261,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.065039,96.703157,N,W,16.71,-99.69,2011-04-26,INSTITUTO DE INGENIERIA UNAM ,OXLC,11:07:28,11:07:59.000,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.4,201104261107A
TOTO1308.212,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,19.330241,98.256828,N,W,16.73,-99.7,2013-08-21,INSTITUTO DE INGENIERIA UNAM,TOTO,13:02:18,13:02:21.000,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.3,201308211302A
MSAS8509.191,SE,SE,1.0,1.0,1.0,9O,0,1.0,0.0,2.0,N,W,17.007,99.456,N,W,18.081,-102.942,1985-09-19,INSTITUTO DE INGENIERIA UNAM,MSAS,13:17:42.6,13:17:49,15.0,0.0,6.8,8.1,8.1,0.0,0.0,0.0,0.0,0.0,8.0,091985B
SJLL1405.081,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,16.657822,98.498463,N,W,17.11,-100.87,2014-05-08,INSTITUTO DE INGENIERIA UNAM,SJLL,17:00:16,17:00:37.000,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,6.5,201405081700A
XALA1405.101,NE,NE,1.0,1.0,1.0,00,90,0.0,1.0,2.0,N,W,19.529875,96.901973,N,W,17.06,-100.95,2014-05-10,INSTITUTO DE INGENIERIA UNAM,XALA,07:36:01,07:37:15.000,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,6.1,201405100736A
ACAZ1405.101,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,16.788528,99.790152,N,W,17.06,-100.95,2014-05-10,INSTITUTO DE INGENIERIA UNAM,ACAZ,07:36:01,07:35:31.000,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,6.1,201405100736A
THEZ1405.081,NE,NE,1.0,1.0,1.0,00,90,0.0,1.0,2.0,N,W,18.477554,97.383184,N,W,17.11,-100.87,2014-05-08,INSTITUTO DE INGENIERIA UNAM,THEZ,17:00:16,17:01:13.000,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,6.5,201405081700A
VIGA1308.161,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.758703,99.233268,N,W,16.54,-98.59,2013-08-16,INSTITUTO DE INGENIERIA UNAM ,VIGA,15:32:59,15:32:21.000,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.3,201308161533A
TEAC1405.101,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,18.61763,99.454086,N,W,17.06,-100.95,2014-05-10,INSTITUTO DE INGENIERIA UNAM,TEAC,07:36:01,07:35:46.000,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,6.1,201405100736A
TEJU1802.161,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,18.904051,100.159615,N,W,16.218,-98.014,2018-02-16,INSTITUTO DE INGENIERIA UNAM ,TEJU,23:39:39,23:40:37.000,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,7.2,201802162339A
ACP21405.081,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,16.874294,99.886505,N,W,17.11,-100.87,2014-05-08,INSTITUTO DE INGENIERIA UNAM,ACP2,17:00:16,16:59:54.000,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,6.5,201405081700A
SCT21802.161,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,19.394694,99.148678,N,W,16.218,-98.014,2018-02-16,INSTITUTO DE INGENIERIA UNAM ,SCT2,23:39:39,23:40:04.000,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,7.2,201802162339A
OXAL1004.201,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.06148,96.726042,N,W,16.07,-98.34,2010-04-20,INSTITUTO DE INGENIERIA UNAM,OXAL,02:28:57,02:29:03.000,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,201004200229A
TOTO1104.261,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,19.330241,98.256828,N,W,16.71,-99.69,2011-04-26,INSTITUTO DE INGENIERIA UNAM ,TOTO,11:07:28,11:07:33.000,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.4,201104261107A
SXPU1405.081,NW,NW,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,19.039943,98.215087,N,W,17.11,-100.87,2014-05-08,INSTITUTO DE INGENIERIA UNAM,SXPU,17:00:16,17:01:01.150,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,6.5,201405081700A
OXPC1802.172,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,17.051219,96.722974,N,W,16.072,-97.802,2018-02-17,INSTITUTO DE INGENIERIA UNAM ,OXPC,03:54:42,03:54:35.000,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,0
COMD0401.012,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,18.122359,100.523804,N,W,17.3,-101.36,2004-01-01,INSTITUTO DE INGENIERIA UNAM,COMD,23:58:02.7,23:58:09.000,14.0,0.0,5.2,5.8,5.0,5.6,5.7,0.0,0.0,0.0,5.6,010104L
ACAR1308.217,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,16.888789,99.835027,N,W,16.73,-99.7,2013-08-21,INSTITUTO DE INGENIERIA UNAM ,ACAR,13:02:18,13:01:32.000,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.3,201308211302A
COPL1802.171,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.61081,98.98399,N,W,15.844,-97.989,2018-02-17,INSTITUTO DE INGENIERIA UNAM ,COPL,00:36:51,00:36:41.000,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,6.0,201802170036A
VNTA0903.271,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.91426,99.81885,N,W,17.35,-100.82,2009-03-27,INSTITUTO DE INGENIERIA UNAM,VNTA,08:48:16,08:48:07.000,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.3,200903270848A
PHPU1405.081,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,19.044223,98.168466,N,W,17.11,-100.87,2014-05-08,INSTITUTO DE INGENIERIA UNAM,PHPU,17:00:16,17:01:02.000,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,6.5,201405081700A
COPL0109.041,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.61081,98.98399,N,W,16.29,-98.42,2001-09-04,INSTITUTO DE INGENIERIA UNAM,COPL,03:26:27.8,03:26:11.000,3.0,0.0,5.0,4.9,5.0,5.2,5.1,0.0,0.0,0.0,5.2,090401B
CHFL1802.161,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.969493,97.865638,N,W,16.218,-98.014,2018-02-16,INSTITUTO DE INGENIERIA UNAM ,CHFL,23:39:39,23:39:18.000,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,7.2,201802162339A
OXBJ0608.191,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.067337,96.723804,N,W,15.91,-97.3,2006-08-19,INSTITUTO DE INGENIERIA UNAM,OXBJ,05:41:30,05:41:09.000,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.6,200608190541A
ACAC9607.151,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,16.84851,99.85157,N,W,17.45,-101.16,1996-07-15,INSTITUTO DE INGENIERIA UNAM,ACAC,21:23:38.5,21:24:59    ,20.0,0.0,5.7,6.5,6.0,0.0,0.0,0.0,0.0,0.0,6.6,071596D
ACP21310.066,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,16.874294,99.886505,N,W,16.81,-100.11,2013-10-06,INSTITUTO DE INGENIERIA UNAM ,ACP2,15:10:56,15:10:07.000,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.1,201310061510A
ACAR1606.271,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,16.888789,99.835027,N,W,16.2,-97.93,2016-06-27,INSTITUTO DE INGENIERIA UNAM ,ACAR,20:50:33,20:50:41.000,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,5.6,201606272050A
OXPM1802.171,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.061391,96.716899,N,W,15.844,-97.989,2018-02-17,INSTITUTO DE INGENIERIA UNAM ,OXPM,00:36:51,00:36:32.000,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,6.0,201802170036A
URUA0608.131,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,19.421758,102.074059,N,W,18.23,-103.62,2006-08-13,INSTITUTO DE INGENIERIA UNAM,URUA,15:14:26,15:14:40.000,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.3,200608131514A
RABO1606.271,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,18.569078,98.445409,N,W,16.2,-97.93,2016-06-27,INSTITUTO DE INGENIERIA UNAM ,RABO,20:50:33,20:50:26.000,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,5.6,201606272050A
OXLC0401.131,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.065039,96.703157,N,W,16.0,-97.17,2004-01-13,INSTITUTO DE INGENIERIA UNAM,OXLC,19:50:19.8,19:50:35.00,20.0,0.0,5.1,4.3,5.1,4.8,5.0,0.0,0.0,0.0,5.1,011304E
VIGA0411.151,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.758703,99.233268,N,W,16.0,-98.71,2004-11-15,INSTITUTO DE INGENIERIA UNAM,VIGA,02:38:40.0,02:38:52.00,21.0,0.0,5.2,4.7,5.1,0.0,0.0,0.0,0.0,0.0,5.3,111504A
OXPM0401.131,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,17.061391,96.716899,N,W,16.0,-97.17,2004-01-13,INSTITUTO DE INGENIERIA UNAM,OXPM,19:50:19.8,19:50:35.00,20.0,0.0,5.1,4.3,5.1,4.8,5.0,0.0,0.0,0.0,5.1,011304E
COYC1808.221,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.997788,100.089963,N,W,16.534,-98.745,2018-08-22,INSTITUTO DE INGENIERIA UNAM ,COYC,18:03:08,18:03:08.000,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.3,201808221803A
ATYC1308.211,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.213361,100.432269,N,W,16.79,-99.56,2013-08-21,INSTITUTO DE INGENIERIA UNAM ,ATYC,12:38:30,12:37:58.000,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.2,201308211238A
OXCU1606.271,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.048881,96.713269,N,W,16.2,-97.93,2016-06-27,INSTITUTO DE INGENIERIA UNAM ,OXCU,20:50:33,20:50:15.000,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,5.6,201606272050A
ACAR0810.201,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,16.888789,99.835027,N,W,17.25,-102.09,2008-10-20,INSTITUTO DE INGENIERIA UNAM,ACAR,05:00:52,05:01:02.000,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.2,200810200501A
GALE0608.191,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,15.97695,96.490739,N,W,15.91,-97.3,2006-08-19,INSTITUTO DE INGENIERIA UNAM,GALE,05:41:30,05:41:19.000,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.6,200608190541A
SXPU1308.211,NW,NW,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,19.039943,98.215087,N,W,16.79,-99.56,2013-08-21,INSTITUTO DE INGENIERIA UNAM ,SXPU,12:38:30,12:39:03.150,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.2,201308211238A
OCTT9603.131,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,17.25267,99.50587,N,W,16.52,-99.08,1996-03-13,INSTITUTO DE INGENIERIA UNAM,OCTT,21:04:19.8,21:04:30.38 ,18.0,0.0,5.2,4.4,5.1,0.0,0.0,0.0,0.0,0.0,5.1,031396B
OXLC1808.221,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.065039,96.703157,N,W,16.534,-98.745,2018-08-22,INSTITUTO DE INGENIERIA UNAM ,OXLC,18:03:08,18:03:12.000,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.3,201808221803A
