Base,OrientacionH1,OrientacionH2,SignoV,SignoH1,SignoH2,AnguloH1,AnguloH2,EjeV,EjeH1,EjeH2,Norte,Oeste,LatEstacion,LonEstacion,Norte.1,Oeste.1,LatSismo,LonSismo,Fecha,Institucion,IDEstacion,HoraEpicentro,HoraPrimerMuestra,Profundidad,Mw,Mb,Ms,Mc,Ma,Me,Md,Ml,M,GMW,IDSismo
CSER9310.241,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,18.989074,97.377394,N,W,16.54,-98.98,1993-10-24,INSTITUTO DE INGENIERIA UNAM,CSER,07:52:18.2,07:53:14.00,19.0,0.0,6.2,6.6,6.5,0.0,0.0,0.0,0.0,0.0,6.6,102493C
PBP21802.192,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,19.045439,98.208468,N,W,16.248,-97.775,2018-02-19,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA  FACULTAD,PBP2,06:56:58,06:57:34.000,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.9,201802190657A
JAMI1712.211,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.284353,97.820692,N,W,15.929,-98.379,2017-12-21,INSTITUTO DE INGENIERIA UNAM ,JAMI,03:23:32,03:22:56.000,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,5.2,201712210323A
ATYC8509.191,SE,SE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.213361,100.432269,N,W,18.081,-102.942,1985-09-19,INSTITUTO DE INGENIERIA UNAM,ATYC,13:17:42.6,13:19:06.75,15.0,0.0,6.8,8.1,8.1,0.0,0.0,0.0,0.0,0.0,8.0,091985B
OXBJ1308.161,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.067337,96.723804,N,W,16.54,-98.59,2013-08-16,INSTITUTO DE INGENIERIA UNAM ,OXBJ,15:32:59,15:32:59.000,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.3,201308161533A
PZPU1605.081,NE,NE,1.0,1.0,1.0,00,90,0.0,1.0,2.0,N,W,19.055379,98.227092,N,W,16.25,-97.98,2016-05-08,INSTITUTO DE INGENIERIA UNAM,PZPU,07:33:59,07:34:37.149,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.9,201605080734A
POZU9310.241,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.09008,99.59754,N,W,16.54,-98.98,1993-10-24,INSTITUTO DE INGENIERIA UNAM,POZU,07:52:18.2,07:52:29.98,19.0,0.0,6.2,6.6,6.5,0.0,0.0,0.0,0.0,0.0,6.6,102493C
CUP51802.161,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,19.33024,99.181076,N,W,16.218,-98.014,2018-02-16,INSTITUTO DE INGENIERIA UNAM ,CUP5,23:39:39,23:40:08.000,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,7.2,201802162339A
POZU1405.081,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,17.09008,99.59754,N,W,17.11,-100.87,2014-05-08,INSTITUTO DE INGENIERIA UNAM,POZU,17:00:16,16:59:47.000,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,6.5,201405081700A
CDAF8509.191,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,19.366,99.086,N,W,18.081,-102.942,1985-09-19,INSTITUTO DE INGENIERIA UNAM,CDAF,13:17:42.6,13:19:38,15.0,0.0,6.8,8.1,8.1,0.0,0.0,0.0,0.0,0.0,8.0,091985B
COPL1802.191,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.61081,98.98399,N,W,16.248,-97.775,2018-02-19,INSTITUTO DE INGENIERIA UNAM ,COPL,06:56:58,06:56:46.000,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.9,201802190657A
ATYC9805.091,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.213361,100.432269,N,W,17.34,-101.41,1998-05-09,INSTITUTO DE INGENIERIA UNAM,ATYC,17:03:13.1,17:03:08.810,18.0,0.0,4.8,4.7,4.8,5.2,5.1,0.0,0.0,0.0,5.2,050998I
OCTT0810.201,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,17.25267,99.50587,N,W,17.25,-102.09,2008-10-20,INSTITUTO DE INGENIERIA UNAM,OCTT,05:00:52,05:01:58,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.2,200810200501A
VNTA9603.131,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.91426,99.81885,N,W,16.52,-99.08,1996-03-13,INSTITUTO DE INGENIERIA,VNTA,21:04:19.8,21:04:16.795,18.0,0.0,5.2,4.4,5.1,0.0,0.0,0.0,0.0,0.0,5.1,031396B
SLU21405.082,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.280802,100.935496,N,W,17.12,-100.86,2014-05-08,INSTITUTO DE INGENIERIA UNAM,SLU2,17:16:30,17:15:45.000,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.0,0
ACAZ0301.221,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,16.788528,99.790152,N,W,18.6,-104.22,2003-01-22,INSTITUTO DE INGENIERIA UNAM,ACAZ,02:06:34.5,02:08:40    ,9.0,0.0,6.5,7.6,0.0,7.2,7.6,0.0,0.0,0.0,7.5,012203A
ACAR1708.181,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,16.888789,99.835027,N,W,16.853,-100.451,2017-08-18,INSTITUTO DE INGENIERIA UNAM ,ACAR,05:15:12,05:14:34.000,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.4,201708180515A
CAOO0301.221,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,19.418,99.158,N,W,18.6,-104.22,2003-01-22,INSTITUTO DE INGENIERIA  UNAM,CAOO,02:06:34.5,02:07:01.17,9.0,0.0,6.5,7.6,0.0,7.2,7.6,0.0,0.0,0.0,7.5,012203A
CHFL1802.172,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.969493,97.865638,N,W,16.072,-97.802,2018-02-17,INSTITUTO DE INGENIERIA UNAM ,CHFL,03:54:42,03:54:51.000,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,0
ATYC1408.041,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.213361,100.432269,N,W,17.09,-100.84,2014-08-04,INSTITUTO DE INGENIERIA UNAM,ATYC,00:21:49,00:21:12.000,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.1,201408040021A
OAXM1605.081,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,17.082872,96.718744,N,W,16.25,-97.98,2016-05-08,INSTITUTO DE INGENIERIA UNAM ,OAXM,07:33:59,07:33:33,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.9,201605080734A
COPL1802.162,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.61081,98.98399,N,W,16.218,-98.014,2018-02-16,INSTITUTO DE INGENIERIA UNAM ,COPL,23:39:39,23:39:08.000,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,7.2,201802162339A
TEAC0301.221,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,18.61763,99.454086,N,W,18.6,-104.22,2003-01-22,INSTITUTO DE INGENIERIA UNAM,TEAC,02:06:34.5,02:08:15.000,9.0,0.0,6.5,7.6,0.0,7.2,7.6,0.0,0.0,0.0,7.5,012203A
CHFL0903.271,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.969493,97.865638,N,W,17.35,-100.82,2009-03-27,INSTITUTO DE INGENIERIA UNAM,CHFL,08:48:16,08:48:51.000,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.3,200903270848A
RABO1708.181,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,18.569078,98.445409,N,W,16.853,-100.451,2017-08-18,INSTITUTO DE INGENIERIA UNAM ,RABO,05:15:12,05:15:45.000,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.4,201708180515A
VIGA0608.191,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.758703,99.233268,N,W,15.91,-97.3,2006-08-19,INSTITUTO DE INGENIERIA UNAM,VIGA,05:41:30,05:41:40.000,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.6,200608190541A
OXPC1802.161,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,17.051219,96.722974,N,W,16.218,-98.014,2018-02-16,INSTITUTO DE INGENIERIA UNAM ,OXPC,23:39:39,23:39:15.000,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,7.2,201802162339A
OXPM1802.191,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.061391,96.716899,N,W,16.248,-97.775,2018-02-19,INSTITUTO DE INGENIERIA UNAM ,OXPM,06:56:58,06:56:30.000,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.9,201802190657A
MIHL1802.161,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,17.988778,94.54387,N,W,16.218,-98.014,2018-02-16,INSTITUTO DE INGENIERIA UNAM ,MIHL,23:39:39,23:40:11.000,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,7.2,201802162339A
SUCH0810.201,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.226169,100.638345,N,W,17.25,-102.09,2008-10-20,INSTITUTO DE INGENIERIA UNAM,SUCH,05:00:52,05:00:41.000,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.2,200810200501A
OXJM1405.081,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,16.445191,95.444705,N,W,17.11,-0.87,2014-05-08,INSTITUTO DE INGENIERIA UNAM,OXJM,17:00:16,17:02:08.000,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.0,0
ACP21708.181,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,16.874294,99.886505,N,W,16.853,-100.451,2017-08-18,INSTITUTO DE INGENIERIA UNAM ,ACP2,05:15:12,05:14:33.000,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.4,201708180515A
SCT21605.081,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,19.394694,99.148678,N,W,16.25,-97.98,2016-05-08,INSTITUTO DE INGENIERIA UNAM ,SCT2,07:33:59,07:34:46.000,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.9,201605080734A
VNTA8509.191,SE,SE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.91426,99.81885,N,W,18.081,-102.942,1985-09-19,INSTITUTO DE INGENIERIA UNAM,VNTA,13:17:42.6,13:19:28.04,15.0,0.0,6.8,8.1,8.1,0.0,0.0,0.0,0.0,0.0,8.0,091985B
TEJU1308.211,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,18.904051,100.159615,N,W,16.79,-99.56,2013-08-21,INSTITUTO DE INGENIERIA UNAM ,TEJU,12:38:30,12:38:48.000,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.2,201308211238A
TOTO1802.191,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,19.330241,98.256828,N,W,16.248,-97.775,2018-02-19,INSTITUTO DE INGENIERIA UNAM ,TOTO,06:56:58,06:57:05.000,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.9,201802190657A
SCT21308.211,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,19.394694,99.148678,N,W,16.79,-99.56,2013-08-21,INSTITUTO DE INGENIERIA UNAM ,SCT2,12:38:30,12:38:52.000,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.2,201308211238A
CPDR8509.211,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,16.769,99.633,N,W,18.021,-101.479,1985-09-21,INSTITUTO DE INGENIERIA UNAM,CPDR,01:37:18.4,01:38:22.47,15.0,0.0,6.3,7.6,7.5,0.0,0.0,0.0,0.0,0.0,7.5,092185A
CPDR9607.151,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.769,99.633,N,W,17.45,-101.16,1996-07-15,INSTITUTO DE INGENIERIA UNAM,CPDR,21:23:38.5,21:24:07.795,20.0,0.0,5.7,6.5,6.0,0.0,0.0,0.0,0.0,0.0,6.6,071596D
PARS8903.102,SE,SE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.344,100.214,N,W,17.446,-101.089,1989-03-10,INSTITUTO DE INGENIERIA UNAM,PARS,05:19:51.0,05:20:15.69,18.0,0.0,5.3,4.8,5.0,0.0,0.0,0.0,0.0,0.0,5.4,031089A
PENR9607.151,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,19.332671,99.04135,N,W,17.45,-101.16,1996-07-15,INSTITUTO DE INGENIERIA,PENR,21:23:38.5,21:24:45,20.0,0.0,5.7,6.5,6.0,0.0,0.0,0.0,0.0,0.0,6.6,071596D
VIGA1910.052,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.758703,99.233268,N,W,16.674,-99.652,2019-10-05,INSTITUTO DE INGENIERIA UNAM ,VIGA,16:20:10,16:19:28.000,17.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.0,201910051620A
MAGY8903.101,SE,SE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.377,100.577,N,W,17.446,-101.089,1989-03-10,INSTITUTO DE INGENIERIA UNAM,MAGY,05:19:51.0,05:20:05.84,18.0,0.0,5.3,4.8,5.0,0.0,0.0,0.0,0.0,0.0,5.4,031089A
OAXM0401.132,NW,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.082872,96.718744,N,W,15.99,-97.15,2004-01-13,INSTITUTO DE INGENIERIA UNAM,OAXM,21:28:58.0,21:28:56.00,16.0,0.0,5.5,5.1,5.5,5.3,5.7,0.0,0.0,0.0,5.4,011304J
LMPP1405.101,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,19.00147,98.18227,N,W,17.06,-100.95,2014-05-10,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA  FACULTAD DE INGENIERIA CIVIL Y TECNOLOGICA,LMPP,07:36:01,07:36:53.000,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,6.1,201405100736A
CHFL1308.211,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.969493,97.865638,N,W,16.79,-99.56,2013-08-21,INSTITUTO DE INGENIERIA UNAM ,CHFL,12:38:30,12:38:38.000,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.2,201308211238A
CAYR9807.051,SE,SE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.048621,100.267261,N,W,16.83,-100.12,1998-07-05,INSTITUTO DE INGENIERIA UNAM,CAYR,19:55:07.1,19:55:19    ,5.0,0.0,4.9,4.5,4.9,5.2,4.9,0.0,0.0,0.0,5.3,070598D
CHFL1605.081,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.969493,97.865638,N,W,16.25,-97.98,2016-05-08,INSTITUTO DE INGENIERIA UNAM ,CHFL,07:33:59,07:33:40.000,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.9,201605080734A
MEZO9805.161,NE,NE,1.0,1.0,1.0,00,90,1.0,0.0,2.0,N,W,19.188,99.228,N,W,17.25,-101.35,1998-05-16,INSTITUTO DE INGENIERIA UNAM,MEZO,17:41:52.7,17:43:18.64 ,14.0,0.0,5.0,4.3,5.1,5.1,5.3,0.0,0.0,0.0,5.2,051698F
DFRO9607.151,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,19.405,99.166,N,W,17.45,-101.16,1996-07-15,INSTITUTO DE INGENIERIA UNAM,DFRO,21:23:38.5,21:24:48    ,20.0,0.0,5.7,6.5,6.0,0.0,0.0,0.0,0.0,0.0,6.6,071596D
MADR9509.141,NE,NE,1.0,1.0,1.0,00,90,1.0,0.0,2.0,N,W,19.536,99.261,N,W,16.31,-98.88,1995-09-14,INSTITUTO DE INGENIERIA UNAM,MADR,14:04:30.5,14:05:00.50,22.0,0.0,6.4,7.2,7.3,0.0,0.0,0.0,0.0,0.0,7.3,091495C
CUP40301.221,NE,NE,1.0,1.0,1.0,00,90,1.0,0.0,2.0,N,W,19.33,99.183,N,W,18.6,-104.22,2003-01-22,INSTITUTO DE INGENIERIA UNAM,CUP4,02:06:34.5,02:08:35.84 ,9.0,0.0,6.5,7.6,0.0,7.2,7.6,0.0,0.0,0.0,7.5,012203A
ATYC1802.161,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.213361,100.432269,N,W,16.218,-98.014,2018-02-16,INSTITUTO DE INGENIERIA UNAM ,ATYC,23:39:39,23:40:12.000,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,7.2,201802162339A
VIGA9802.031,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.758703,99.233268,N,W,15.69,-96.37,1998-02-03,INSTITUTO DE INGENIERIA UNAM,VIGA,03:02:01.1,03:02:44.815,33.0,0.0,6.0,6.2,6.4,6.4,0.0,0.0,0.0,0.0,6.3,020398A
POZU1606.271,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,17.09008,99.59754,N,W,16.2,-97.93,2016-06-27,INSTITUTO DE INGENIERIA UNAM ,POZU,20:50:33,20:50:33.000,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,5.6,201606272050A
PZPU1802.172,NE,NE,1.0,1.0,1.0,00,90,0.0,1.0,2.0,N,W,19.055379,98.227092,N,W,16.262,-98.105,2018-02-17,INSTITUTO DE INGENIERIA UNAM ,PZPU,21:30:43,21:31:29.284,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.2,201802172130A
PMOP0301.221,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,19.424,99.156,N,W,18.6,-104.22,2003-01-22,INSTITUTO DE INGENIERIA  UNAM,PMOP,02:06:34.5,02:07:07.85,9.0,0.0,6.5,7.6,0.0,7.2,7.6,0.0,0.0,0.0,7.5,012203A
CHFL1203.212,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.969493,97.865638,N,W,15.85,-98.67,2012-03-21,INSTITUTO DE INGENIERIA UNAM ,CHFL,02:25:29,02:25:47.000,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0
OCTT9310.241,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,17.25267,99.50587,N,W,16.54,-98.98,1993-10-24,INSTITUTO DE INGENIERIA UNAM,OCTT,07:52:18.2,07:52:32.93,19.0,0.0,6.2,6.6,6.5,0.0,0.0,0.0,0.0,0.0,6.6,102493C
TXS10401.011,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,19.493,98.973,N,W,17.34,-101.42,2004-01-01,INSTITUTO DE INGENIERIA UNAM,TXS1,23:31:49.0,23:32:46.000,6.0,0.0,5.6,5.7,5.0,5.9,6.3,0.0,0.0,0.0,6.0,010104K
CUP29607.151,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,19.33,99.183,N,W,17.45,-101.16,1996-07-15,INSTITUTO DE INGENIERIA UNAM,CUP2,21:23:38.5,21:25:01    ,20.0,0.0,5.7,6.5,6.0,0.0,0.0,0.0,0.0,0.0,6.6,071596D
RABO1910.052,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,18.569078,98.445409,N,W,16.674,-99.652,2019-10-05,INSTITUTO DE INGENIERIA UNAM ,RABO,16:20:10,16:20:29.000,17.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.0,201910051620A
SMLC1802.171,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.654971,96.729233,N,W,15.844,-97.989,2018-02-17,INSTITUTO DE INGENIERIA UNAM ,SMLC,00:36:51,00:36:44.000,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,6.0,201802170036A
OXAL1605.081,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.06148,96.726042,N,W,16.25,-97.98,2016-05-08,INSTITUTO DE INGENIERIA UNAM ,OXAL,07:33:59,07:33:34.000,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.9,201605080734A
COYQ0301.221,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.380235,101.056526,N,W,18.6,-104.22,2003-01-22,INSTITUTO DE INGENIERIA UNAM,COYQ,02:06:34.5,02:07:41.000,9.0,0.0,6.5,7.6,0.0,7.2,7.6,0.0,0.0,0.0,7.5,012203A
SMLC0401.131,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.654971,96.729233,N,W,16.0,-97.17,2004-01-13,INSTITUTO DE INGENIERIA UNAM,SMLC,19:50:19.8,19:50:29.00,20.0,0.0,5.1,4.3,5.1,4.8,5.0,0.0,0.0,0.0,5.1,011304E
SUCH0401.012,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.226169,100.638345,N,W,17.3,-101.36,2004-01-01,INSTITUTO DE INGENIERIA UNAM,SUCH,23:58:02.7,23:57:46.000,14.0,0.0,5.2,5.8,5.0,5.6,5.7,0.0,0.0,0.0,5.6,010104L
TEJU1511.231,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,18.904051,100.159615,N,W,16.86,-98.94,2015-11-23,INSTITUTO DE INGENIERIA UNAM ,TEJU,20:41:20,20:41:39.000,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,5.6,201511232041A
OXTO1408.041,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,17.078389,96.744158,N,W,15.83,-94.93,2014-08-04,INSTITUTO DE INGENIERIA UNAM,OXTO,04:25:30,04:25:42.000,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0
SCT21511.231,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,19.394694,99.148678,N,W,16.86,-98.94,2015-11-23,INSTITUTO DE INGENIERIA UNAM,SCT2,20:41:20,20:41:42.000,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,5.6,201511232041A
HMTT1802.171,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,17.798341,98.559717,N,W,15.844,-97.989,2018-02-17,INSTITUTO DE INGENIERIA UNAM ,HMTT,00:36:51,00:36:43.000,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,6.0,201802170036A
ATYC8903.101,SE,SE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.213361,100.432269,N,W,17.446,-101.089,1989-03-10,INSTITUTO DE INGENIERIA UNAM,ATYC,05:19:51.0,05:20:11.89,18.0,0.0,5.3,4.8,5.0,0.0,0.0,0.0,0.0,0.0,5.4,031089A
CUP19509.141,NE,NE,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,19.33024,99.181076,N,W,16.31,-98.88,1995-09-14,INSTITUTO DE INGENIERIA UNAM,CUP1,14:04:30.5,14:05:32   ,22.0,0.0,6.4,7.2,7.3,0.0,0.0,0.0,0.0,0.0,7.3,091495C
OZST1405.081,NE,NE,1.0,1.0,1.0,00,90,0.0,1.0,2.0,N,W,18.860758,97.094119,N,W,17.11,-100.87,2014-05-08,INSTITUTO DE INGENIERIA UNAM,OZST,17:00:16,17:01:24.000,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,6.5,201405081700A
OXBJ1802.173,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.067337,96.723804,N,W,16.262,-98.105,2018-02-17,INSTITUTO DE INGENIERIA UNAM ,OXBJ,21:30:43,21:30:31.000,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.2,201802172130A
OXBJ1405.081,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,17.067337,96.723804,N,W,17.11,-100.87,2014-05-08,INSTITUTO DE INGENIERIA UNAM,OXBJ,17:00:16,17:01:16.000,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,6.5,201405081700A
RABO9802.031,NW,NW,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,18.569078,98.445409,N,W,15.69,-96.37,1998-02-03,INSTITUTO DE INGENIERIA UNAM,RABO,03:02:01.1,03:03:15.844,33.0,0.0,6.0,6.2,6.4,6.4,0.0,0.0,0.0,0.0,6.3,020398A
TEAC8509.191,SE,SE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,18.61763,99.454086,N,W,18.081,-102.942,1985-09-19,INSTITUTO DE INGENIERIA UNAM,TEAC,13:17:42.6,13:17:49,15.0,0.0,6.8,8.1,8.1,0.0,0.0,0.0,0.0,0.0,8.0,091985B
PZPU1405.101,NW,NW,1.0,1.0,1.0,90,0,0.0,1.0,2.0,N,W,19.055379,98.227092,N,W,17.06,-100.95,2014-05-10,INSTITUTO DE INGENIERIA UNAM,PZPU,07:36:01,07:36:14.839,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,6.1,201405100736A
COYC1910.051,NE,NE,1.0,1.0,1.0,90,0,1.0,0.0,2.0,N,W,16.997788,100.089963,N,W,16.674,-99.652,2019-10-05,INSTITUTO DE INGENIERIA UNAM ,COYC,16:20:10,16:19:36.000,17.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.0,201910051620A
PUVA1802.162,NE,NE,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,20.626163,105.219166,N,W,16.218,-98.014,2018-02-16,INSTITUTO DE INGENIERIA UNAM ,PUVA,23:39:39,23:43:11.000,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,7.2,201802162339A
ACAM1405.081,NW,NW,1.0,1.0,1.0,00,90,2.0,0.0,1.0,N,W,20.043186,100.716777,N,W,17.11,-100.87,2014-05-08,INSTITUTO DE INGENIERIA UNAM,ACAM,17:00:16,17:00:19.000,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,6.5,201405081700A
